patch_id,T,B,fC_0,fC,I,F,S,category
1326,0.40615626166942725,0,0.550830818181618,0.550830818181618,0,0,0,non_int
1327,0.06564978537987004,0,0.5388531051878676,0.5388531051878676,1,1,0,fail
1328,0.25045295194061845,0,0.13822941877350137,0.13822941877350137,1,1,0,fail
1329,0.4355148692097458,0,0.03916897182662887,0.03916897182662887,0,0,0,non_int
1330,9.054221276680583,17,0.2031514476036729,0.6015757238018364,1,0,1,success
1331,6.3643313014090115,11,0.3780420719065397,0.6890210359532698,1,0,1,success
1332,0.3540410731035241,0,0.2725523297584239,0.2725523297584239,0,0,0,non_int
1333,3.420614133785799,2,0.1594270427232354,0.1594270427232354,0,0,0,non_int
1334,0.4538924588849464,3,0.5973352289544595,0.5973352289544595,0,0,0,non_int
1335,0.16422147827140413,1,0.4815301801222863,0.4815301801222863,0,0,0,non_int
1336,0.25219932049345756,1,0.1253035929424625,0.1253035929424625,0,0,0,non_int
1337,2.9553563522895927,3,0.09628788796490081,0.09628788796490081,0,0,0,non_int
1338,0.07084919331232081,0,0.013343667411077542,0.013343667411077542,0,0,0,non_int
1339,0.1915875943083068,0,0.06781446273087123,0.06781446273087123,1,1,0,fail
1340,1.2764816423102874,3,0.4048333748938373,0.4048333748938373,0,0,0,non_int
1341,0.25958753699420895,0,0.02288897609072417,0.02288897609072417,0,0,0,non_int
1342,0.5431156686636047,0,0.8146893297220645,0.8146893297220645,1,1,0,fail
1343,0.09301830173594987,0,0.0627869473597434,0.0627869473597434,1,1,0,fail
1344,0.8440355414722224,0,0.053983636671239565,0.053983636671239565,0,0,0,non_int
1345,0.24430901056070367,0,0.09325104832492442,0.09325104832492442,1,1,0,fail
1346,0.5890311475961971,0,0.03231626047757268,0.03231626047757268,0,0,0,non_int
